=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.08.30 01:10:15 =~=~=~=~=~=~=~=~=~=~=~=
Temperature: 25.49
0,25.49,35.00,9.51,100.00,40.00,0.200,380.31,0.00
1,25.50,35.00,9.50,100.00,40.00,0.200,380.00,0.00
2,25.50,35.00,9.50,100.00,40.00,0.200,380.00,0.00
3,25.51,35.00,9.49,100.00,40.00,0.200,379.69,0.00
4,25.52,35.00,9.48,100.00,40.00,0.200,379.38,0.00
5,25.52,35.00,9.48,100.00,40.00,0.200,379.06,0.00
6,25.54,35.00,9.46,100.00,40.00,0.200,378.44,0.00
7,25.54,35.00,9.46,100.00,40.00,0.200,378.44,0.00
8,25.55,35.00,9.45,100.00,40.00,0.200,378.12,0.00
9,25.55,35.00,9.45,100.00,40.00,0.200,377.81,0.00
10,25.56,35.00,9.44,100.00,40.00,0.200,377.50,0.00
11,25.59,35.00,9.41,100.00,40.00,0.200,376.56,0.00
12,25.61,35.00,9.39,100.00,40.00,0.200,375.62,0.00
13,25.61,35.00,9.39,100.00,40.00,0.200,375.62,0.00
14,25.65,35.00,9.35,100.00,40.00,0.200,374.06,0.00
15,25.66,35.00,9.34,100.00,40.00,0.200,373.44,0.00
16,25.70,35.00,9.30,100.00,40.00,0.200,372.19,0.00
17,25.73,35.00,9.27,100.00,40.00,0.200,370.94,0.00
18,25.75,35.00,9.25,100.00,40.00,0.200,370.00,0.00
19,25.78,35.00,9.22,100.00,40.00,0.200,368.75,0.00
20,25.81,35.00,9.19,100.00,40.00,0.200,367.50,0.00
21,25.83,35.00,9.17,100.00,40.00,0.200,366.88,0.00
22,25.86,35.00,9.14,100.00,40.00,0.200,365.62,0.00
23,25.88,35.00,9.12,100.00,40.00,0.200,364.69,0.00
24,25.91,35.00,9.09,100.00,40.00,0.200,363.44,0.00
25,25.95,35.00,9.05,100.00,40.00,0.200,361.88,0.00
26,25.98,35.00,9.02,100.00,40.00,0.200,360.94,0.00
27,26.02,35.00,8.98,100.00,40.00,0.200,359.38,0.00
28,26.03,35.00,8.97,100.00,40.00,0.200,358.75,0.00
29,26.06,35.00,8.94,100.00,40.00,0.200,357.50,0.00
30,26.11,35.00,8.89,100.00,40.00,0.200,355.62,0.00
31,26.14,35.00,8.86,100.00,40.00,0.200,354.38,0.00
32,26.18,35.00,8.82,100.00,40.00,0.200,352.81,0.00
33,26.22,35.00,8.78,100.00,40.00,0.200,351.25,0.00
34,26.24,35.00,8.76,100.00,40.00,0.200,350.31,0.00
35,26.27,35.00,8.73,100.00,40.00,0.200,349.38,0.00
36,26.30,35.00,8.70,100.00,40.00,0.200,348.12,0.00
37,26.34,35.00,8.66,100.00,40.00,0.200,346.25,0.00
38,26.38,35.00,8.62,100.00,40.00,0.200,344.69,0.00
39,26.41,35.00,8.59,100.00,40.00,0.200,343.44,0.00
40,26.45,35.00,8.55,100.00,40.00,0.200,341.88,0.00
41,26.49,35.00,8.51,100.00,40.00,0.200,340.31,0.00
42,26.53,35.00,8.47,100.00,40.00,0.200,338.75,0.00
43,26.57,35.00,8.43,100.00,40.00,0.200,337.19,0.00
44,26.61,35.00,8.39,100.00,40.00,0.200,335.62,0.00
45,26.62,35.00,8.38,100.00,40.00,0.200,335.00,0.00
46,26.66,35.00,8.34,100.00,40.00,0.200,333.44,0.00
47,26.72,35.00,8.28,100.00,40.00,0.200,331.25,0.00
48,26.73,35.00,8.27,100.00,40.00,0.200,330.94,0.00
49,26.77,35.00,8.23,100.00,40.00,0.200,329.38,0.00
50,26.80,35.00,8.20,100.00,40.00,0.200,327.81,0.00
51,26.82,35.00,8.18,100.00,40.00,0.200,327.19,0.00
52,26.85,35.00,8.15,100.00,40.00,0.200,325.94,0.00
53,26.90,35.00,8.10,100.00,40.00,0.200,324.06,0.00
54,26.92,35.00,8.08,100.00,40.00,0.200,323.12,0.00
55,26.93,35.00,8.07,100.00,40.00,0.200,322.81,0.00
56,26.97,35.00,8.03,100.00,40.00,0.200,321.25,0.00
