0,26.88,35.00,8.12,100.00,40.00,0.050,324.69,0.00
1,26.88,35.00,8.12,100.00,40.00,0.050,325.00,0.00
2,26.88,35.00,8.12,100.00,40.00,0.050,325.00,0.00
3,26.89,35.00,8.11,100.00,40.00,0.050,324.38,0.00
4,26.89,35.00,8.11,100.00,40.00,0.050,324.38,0.00
5,26.91,35.00,8.09,100.00,40.00,0.050,323.75,0.00
6,26.91,35.00,8.09,100.00,40.00,0.050,323.75,0.00
7,26.93,35.00,8.07,100.00,40.00,0.050,322.81,0.00
8,26.94,35.00,8.06,100.00,40.00,0.050,322.50,0.00
9,26.95,35.00,8.05,100.00,40.00,0.050,322.19,0.00
10,26.98,35.00,8.02,100.00,40.00,0.050,320.94,0.00
11,26.99,35.00,8.01,100.00,40.00,0.050,320.31,0.00
12,27.01,35.00,7.99,100.00,40.00,0.050,319.69,0.00
13,27.01,35.00,7.99,100.00,40.00,0.050,319.69,0.00
14,27.00,35.00,8.00,100.00,40.00,0.050,320.00,0.00
15,27.05,35.00,7.95,100.00,40.00,0.050,317.81,0.00
16,27.07,35.00,7.93,100.00,40.00,0.050,317.19,0.00
17,27.09,35.00,7.91,100.00,40.00,0.050,316.25,0.00
18,27.10,35.00,7.90,100.00,40.00,0.050,315.94,0.00
19,27.14,35.00,7.86,100.00,40.00,0.050,314.38,0.00
20,27.16,35.00,7.84,100.00,40.00,0.050,313.44,0.00
21,27.21,35.00,7.79,100.00,40.00,0.050,311.56,0.00
22,27.23,35.00,7.77,100.00,40.00,0.050,310.94,0.00
23,27.24,35.00,7.76,100.00,40.00,0.050,310.31,0.00
24,27.25,35.00,7.75,100.00,40.00,0.050,310.00,0.00
25,27.27,35.00,7.73,100.00,40.00,0.050,309.38,0.00
26,27.30,35.00,7.70,100.00,40.00,0.050,308.12,0.00
27,27.34,35.00,7.66,100.00,40.00,0.050,306.56,0.00
28,27.36,35.00,7.64,100.00,40.00,0.050,305.62,0.00
29,27.40,35.00,7.60,100.00,40.00,0.050,304.06,0.00
30,27.40,35.00,7.60,100.00,40.00,0.050,304.06,0.00
31,27.41,35.00,7.59,100.00,40.00,0.050,303.75,0.00
32,27.48,35.00,7.52,100.00,40.00,0.050,300.62,0.00
33,27.52,35.00,7.48,100.00,40.00,0.050,299.38,0.00
34,27.53,35.00,7.47,100.00,40.00,0.050,298.75,0.00
35,27.56,35.00,7.44,100.00,40.00,0.050,297.50,0.00
36,27.59,35.00,7.41,100.00,40.00,0.050,296.25,0.00
37,27.63,35.00,7.37,100.00,40.00,0.050,294.69,0.00
38,27.66,35.00,7.34,100.00,40.00,0.050,293.44,0.00
39,27.68,35.00,7.32,100.00,40.00,0.050,292.81,0.00
