0,28.38,35.00,6.62,33.09,5.00
1,28.38,35.00,6.62,33.09,5.00
2,28.38,35.00,6.62,33.12,5.00
3,28.38,35.00,6.62,33.09,5.00
4,28.39,35.00,6.61,33.05,5.00
5,28.39,35.00,6.61,33.05,5.00
6,28.40,35.00,6.60,33.01,5.00
7,28.40,35.00,6.60,33.01,5.00
8,28.41,35.00,6.59,32.97,5.00
9,28.41,35.00,6.59,32.93,5.00
10,28.41,35.00,6.59,32.93,5.00
11,28.42,35.00,6.58,32.89,5.00
12,28.42,35.00,6.58,32.89,5.00
13,28.43,35.00,6.57,32.85,5.00
14,28.45,35.00,6.55,32.77,5.00
15,28.44,35.00,6.56,32.81,5.00
16,28.45,35.00,6.55,32.77,5.00
17,28.45,35.00,6.55,32.73,5.00
18,28.46,35.00,6.54,32.70,5.00
19,28.46,35.00,6.54,32.70,5.00
20,28.48,35.00,6.52,32.58,5.00
21,28.49,35.00,6.51,32.54,5.00
22,28.50,35.00,6.50,32.50,5.00
23,28.51,35.00,6.49,32.46,5.00
24,28.52,35.00,6.48,32.42,5.00
25,28.52,35.00,6.48,32.38,5.00
26,28.53,35.00,6.47,32.34,5.00
27,28.53,35.00,6.47,32.34,5.00
28,28.54,35.00,6.46,32.30,5.00
29,28.55,35.00,6.45,32.27,5.00
30,28.56,35.00,6.44,32.19,5.00
31,28.57,35.00,6.43,32.15,5.00
32,28.59,35.00,6.41,32.07,5.00
33,28.59,35.00,6.41,32.07,5.00
34,28.60,35.00,6.40,31.99,5.00
35,28.62,35.00,6.38,31.91,5.00
36,28.62,35.00,6.38,31.91,5.00
37,28.62,35.00,6.38,31.88,5.00
38,28.62,35.00,6.38,31.88,5.00
39,28.64,35.00,6.36,31.80,5.00
40,28.66,35.00,6.34,31.72,5.00
41,28.66,35.00,6.34,31.72,5.00
42,28.66,35.00,6.34,31.72,5.00
43,28.68,35.00,6.32,31.60,5.00
44,28.70,35.00,6.30,31.52,5.00
45,28.71,35.00,6.29,31.45,5.00
46,28.73,35.00,6.27,31.37,5.00
47,28.73,35.00,6.27,31.37,5.00
48,28.74,35.00,6.26,31.29,5.00
49,28.75,35.00,6.25,31.25,5.00
50,28.76,35.00,6.24,31.21,5.00
51,28.78,35.00,6.22,31.09,5.00
52,28.79,35.00,6.21,31.05,5.00
53,28.80,35.00,6.20,31.02,5.00
54,28.80,35.00,6.20,30.98,5.00
55,28.80,35.00,6.20,31.02,5.00
56,28.82,35.00,6.18,30.90,5.00
57,28.83,35.00,6.17,30.86,5.00
58,28.84,35.00,6.16,30.78,5.00
59,28.87,35.00,6.13,30.66,5.00
60,28.87,35.00,6.13,30.66,5.00
61,28.88,35.00,6.12,30.62,5.00
62,28.89,35.00,6.11,30.55,5.00
63,28.90,35.00,6.10,30.51,5.00
64,28.86,35.00,6.14,30.70,5.00
65,28.89,35.00,6.11,30.55,5.00
66,28.91,35.00,6.09,30.43,5.00
67,28.92,35.00,6.08,30.39,5.00
68,28.94,35.00,6.06,30.31,5.00
69,28.95,35.00,6.05,30.27,5.00
70,28.96,35.00,6.04,30.20,5.00
71,28.97,35.00,6.03,30.16,5.00
72,28.98,35.00,6.02,30.12,5.00
73,28.98,35.00,6.02,30.08,5.00
74,28.99,35.00,6.01,30.04,5.00
75,29.00,35.00,6.00,30.00,5.00
76,29.01,35.00,5.99,29.96,5.00
77,29.02,35.00,5.98,29.92,5.00
78,29.02,35.00,5.98,29.88,5.00
79,29.04,35.00,5.96,29.80,5.00
80,29.05,35.00,5.95,29.77,5.00
