0,26.26,35.00,8.74,87.42,10.00
1,26.26,35.00,8.74,87.42,10.00
2,26.26,35.00,8.74,87.42,10.00
3,26.27,35.00,8.73,87.34,10.00
4,26.27,35.00,8.73,87.27,10.00
5,26.28,35.00,8.72,87.19,10.00
6,26.30,35.00,8.70,87.03,10.00
7,26.30,35.00,8.70,87.03,10.00
8,26.31,35.00,8.69,86.88,10.00
9,26.34,35.00,8.66,86.64,10.00
10,26.36,35.00,8.64,86.41,10.00
11,26.38,35.00,8.62,86.17,10.00
12,26.40,35.00,8.60,86.02,10.00
13,26.42,35.00,8.58,85.78,10.00
14,26.44,35.00,8.56,85.62,10.00
15,26.45,35.00,8.55,85.47,10.00
16,26.48,35.00,8.52,85.23,10.00
17,26.50,35.00,8.50,85.00,10.00
18,26.52,35.00,8.48,84.84,10.00
19,26.56,35.00,8.44,84.38,10.00
20,26.58,35.00,8.42,84.22,10.00
21,26.60,35.00,8.40,83.98,10.00
22,26.62,35.00,8.38,83.75,10.00
23,26.66,35.00,8.34,83.44,10.00
24,26.68,35.00,8.32,83.20,10.00
25,26.71,35.00,8.29,82.89,10.00
26,26.73,35.00,8.27,82.66,10.00
27,26.77,35.00,8.23,82.34,10.00
28,26.80,35.00,8.20,82.03,10.00
29,26.80,35.00,8.20,82.03,10.00
30,26.82,35.00,8.18,81.80,10.00
31,26.85,35.00,8.15,81.48,10.00
32,26.88,35.00,8.12,81.25,10.00
33,26.91,35.00,8.09,80.94,10.00
34,26.92,35.00,8.08,80.78,10.00
35,26.94,35.00,8.06,80.62,10.00
36,26.98,35.00,8.02,80.16,10.00
37,27.01,35.00,7.99,79.92,10.00
38,27.04,35.00,7.96,79.61,10.00
39,27.07,35.00,7.93,79.30,10.00
40,27.09,35.00,7.91,79.14,10.00
41,27.13,35.00,7.87,78.67,10.00
42,27.17,35.00,7.83,78.28,10.00
43,27.21,35.00,7.79,77.89,10.00
44,27.23,35.00,7.77,77.66,10.00
45,27.27,35.00,7.73,77.34,10.00
46,27.30,35.00,7.70,77.03,10.00
47,27.31,35.00,7.69,76.88,10.00
48,27.34,35.00,7.66,76.64,10.00
49,27.38,35.00,7.62,76.25,10.00
50,27.41,35.00,7.59,75.86,10.00
51,27.44,35.00,7.56,75.62,10.00
52,27.47,35.00,7.53,75.31,10.00
53,27.46,35.00,7.54,75.39,10.00
54,27.45,35.00,7.55,75.47,10.00
55,27.53,35.00,7.47,74.69,10.00
56,27.56,35.00,7.44,74.38,10.00
57,27.59,35.00,7.41,74.14,10.00
58,27.64,35.00,7.36,73.59,10.00
59,27.67,35.00,7.33,73.28,10.00
60,27.71,35.00,7.29,72.89,10.00
