0,25.86,35.00,9.14,100.00,20.00
1,25.86,35.00,9.14,100.00,20.00
2,25.86,35.00,9.14,100.00,20.00
3,25.87,35.00,9.13,100.00,20.00
4,25.88,35.00,9.12,100.00,20.00
5,25.89,35.00,9.11,100.00,20.00
6,25.90,35.00,9.10,100.00,20.00
7,25.91,35.00,9.09,100.00,20.00
8,25.93,35.00,9.07,100.00,20.00
9,25.95,35.00,9.05,100.00,20.00
10,25.96,35.00,9.04,100.00,20.00
11,25.98,35.00,9.02,100.00,20.00
12,26.01,35.00,8.99,100.00,20.00
13,26.02,35.00,8.98,100.00,20.00
14,26.05,35.00,8.95,100.00,20.00
15,26.09,35.00,8.91,100.00,20.00
16,26.11,35.00,8.89,100.00,20.00
17,26.10,35.00,8.90,100.00,20.00
18,26.10,35.00,8.90,100.00,20.00
19,26.16,35.00,8.84,100.00,20.00
20,26.19,35.00,8.81,100.00,20.00
21,26.22,35.00,8.78,100.00,20.00
22,26.26,35.00,8.74,100.00,20.00
23,26.29,35.00,8.71,100.00,20.00
24,26.32,35.00,8.68,100.00,20.00
25,26.35,35.00,8.65,100.00,20.00
26,26.38,35.00,8.62,100.00,20.00
27,26.42,35.00,8.58,100.00,20.00
28,26.45,35.00,8.55,100.00,20.00
29,26.47,35.00,8.53,100.00,20.00
30,26.49,35.00,8.51,100.00,20.00
31,26.55,35.00,8.45,100.00,20.00
32,26.58,35.00,8.42,100.00,20.00
33,26.62,35.00,8.38,100.00,20.00
34,26.65,35.00,8.35,100.00,20.00
35,26.65,35.00,8.35,100.00,20.00
36,26.67,35.00,8.33,100.00,20.00
37,26.71,35.00,8.29,100.00,20.00
38,26.68,35.00,8.32,100.00,20.00
39,26.73,35.00,8.27,100.00,20.00
40,26.79,35.00,8.21,100.00,20.00
41,26.82,35.00,8.18,100.00,20.00
42,26.87,35.00,8.13,100.00,20.00
43,26.91,35.00,8.09,100.00,20.00
44,26.93,35.00,8.07,100.00,20.00
45,26.98,35.00,8.02,100.00,20.00
46,27.02,35.00,7.98,100.00,20.00
47,27.08,35.00,7.92,100.00,20.00
48,27.09,35.00,7.91,100.00,20.00
49,27.09,35.00,7.91,100.00,20.00
50,27.14,35.00,7.86,100.00,20.00
51,27.19,35.00,7.81,100.00,20.00
52,27.23,35.00,7.77,100.00,20.00
53,27.28,35.00,7.72,100.00,20.00
54,27.32,35.00,7.68,100.00,20.00
55,27.36,35.00,7.64,100.00,20.00
56,27.39,35.00,7.61,100.00,20.00
57,27.43,35.00,7.57,100.00,20.00
58,27.47,35.00,7.53,100.00,20.00
59,27.51,35.00,7.49,100.00,20.00
60,27.56,35.00,7.44,100.00,20.00
61,27.59,35.00,7.41,100.00,20.00
62,27.63,35.00,7.37,100.00,20.00
63,27.67,35.00,7.33,100.00,20.00
64,27.72,35.00,7.28,100.00,20.00
65,27.75,35.00,7.25,100.00,20.00
66,27.79,35.00,7.21,100.00,20.00
67,27.80,35.00,7.20,100.00,20.00
68,27.86,35.00,7.14,100.00,20.00
69,27.91,35.00,7.09,100.00,20.00
70,27.95,35.00,7.05,100.00,20.00
71,27.98,35.00,7.02,100.00,20.00
72,28.02,35.00,6.98,100.00,20.00
73,28.03,35.00,6.97,100.00,20.00
74,28.06,35.00,6.94,100.00,20.00
75,28.12,35.00,6.88,100.00,20.00
76,28.15,35.00,6.85,100.00,20.00
77,28.20,35.00,6.80,100.00,20.00
78,28.21,35.00,6.79,100.00,20.00
79,28.27,35.00,6.73,100.00,20.00
80,28.32,35.00,6.68,100.00,20.00
81,28.38,35.00,6.62,100.00,20.00
82,28.42,35.00,6.58,100.00,20.00
83,28.44,35.00,6.56,100.00,20.00
84,28.49,35.00,6.51,100.00,20.00
85,28.53,35.00,6.47,100.00,20.00
86,28.59,35.00,6.41,100.00,20.00
87,28.65,35.00,6.35,100.00,20.00
88,28.68,35.00,6.32,100.00,20.00
89,28.73,35.00,6.27,100.00,20.00
90,28.77,35.00,6.23,100.00,20.00
91,28.81,35.00,6.19,100.00,20.00
92,28.88,35.00,6.12,100.00,20.00
93,28.93,35.00,6.07,100.00,20.00
94,28.98,35.00,6.02,100.00,20.00
95,29.03,35.00,5.97,100.00,20.00
96,29.05,35.00,5.95,100.00,20.00
97,29.08,35.00,5.92,100.00,20.00
98,29.10,35.00,5.90,100.00,20.00
99,29.12,35.00,5.88,100.00,20.00
